comment,label
warna::brown_circle::brown_circle::brown_circle::brown_circle::brown_circle::brown_circle::brown_circle: bahan::droplet::droplet::droplet::droplet::droplet::droplet: kenyamanan::enraged_face::enraged_face::enraged_face::enraged_face::enraged_face::enraged_face::enraged_face: pengemasan lama pengiriman lama gak dapat free tottebag padahal pesan dari tanggal 23 baru kali ini kecewa beli tapi gak dapat gift,Negatif
"mistnya uda dicoba, oke!! thanks seller dan shopee.",Positif
"performa:good tekstur:tabur cocok untuk:oil belom dicoba si, semoga cocok:raising_hands_light_skin_tone::raising_hands_light_skin_tone::raising_hands_light_skin_tone::raising_hands_light_skin_tone::raising_hands_light_skin_tone::raising_hands_light_skin_tone::raising_hands_light_skin_tone::raising_hands_light_skin_tone::raising_hands_light_skin_tone::raising_hands_light_skin_tone::raising_hands_light_skin_tone:",Positif
pesan kutex dan make up yg dateng hanya kutex.make up tidak dikirim.. janji mau dikirim kembali ditunggu 3 hari ga ada kejelasan dan komplainan tidak ditanggapi.kalo mema... ,Negatif
"produknya bagus emg gaperna kecewa sm produknya, tp x ini kecewa sm keterangan extra hadiah, mahal2 tp ga dpt hadiah, padahal uda claim tp diblg blm claim:thumbs_up_light_skin_tone: makasi somethinc ntah app shopee nya yg lg eror apa gmn tp serius uda claim gada extra hadiah sesuai yg tertera di poto produk:thumbs_up_light_skin_tone:",Negatif
pesanan no .08 dtg 05 kalau emank gk ad tolong bil gk ad.nih udh saya chat ty ready 08 bil ready.dtg malah 05.,Negatif
semua udah good!!!! yg jelek hanya cara nge-packing nya!! which is jauuuuhhhhhhhhhhhhhh bgt!!! padahal ini shopee mall :smiling_face_with_tear:,Negatif
"performa:halus tekstur:lembut cocok untuk:wajah tutup botol kurang rapat menyebabkan air sedikit keluar, mohon untuk di tndak lajutin",Netral
"exp datenya gak jelas. tdk bisa dipencet, sepertinya gasnya habis. ini barang udh exp jgn2, makanya dpt bonus. pdhl beli dgn harga normal. udh komplen jg tdk ada penyelesaian apa2.",Negatif
"gatau kenapa beli bundle yang dateng cm 1 itupun kardus udh penyok parahh, komplen cm makan waktu juga kalau balikin barang demi dapet uang balik, lain kali hati hati ketika mengemas barang pembeli",Netral
"efektivitas:- tekstur:- kandungan:- kecewa banget sama packingan nya, kardus ga penyok lo, aman banget malahan tp pas dibuka dalem nya kebuka tutup nya, isi jd berkurang :tired_face:",Negatif
"barang kirim hanya yang di pesan. tidak dapat ""get 1"" dengan pesan.",Negatif
performa:bagus tekstur:bagus cocok untuk:wanita dewasa warnanya cantik saya suka kapan kapan mau order lagi yang warna lainnya oke harganya murah,Netral
"beli cushion dapet loose powder, 3 mini sample, scrunchie dan stiker.",Positif
"tekstur:sesuai kecewa.pengiriman lama padahal samday tetapi 3 hari baru sampai barang nya,itu pun karna di komplain dl",Negatif
"ini masih salah saya yg beli untuk pembeli lain, baiknya tanya dulu expirenya buat penjual, baiknya taro expirenya di descripsi paling atas dan ditandai, biar orang gak salah beli",Positif
bedaknya pecah sayang bngt:(,Negatif
lamanya pengemasan dan pengiriman ga banget. semoga kedepan lbh baik deh azarine ckck,Netral
gud quality,Positif
"ternyata warna aslinya lebih gelap dari yg ada di gambar ya, tapi its ok lah, masih bisa dipakai",Netral
"cocok untuk:kulit wajah tekstur:lembut wangi sellernya sih ramah responnya cepat , pengemasan ok pengiriman juga ok. yang buat aku kecewa adalah : isinya, hampir setengahnya kosong, bolloong dikit bangett pantas buy1 get1:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: ya sudahlah semoga cocok",Netral
"semoga aja cocok, lama dipengemasan, lama di pengiriman 15 hari baru sampai, admin'y slow respon",Negatif
"warna:glossy kecepatan kering:biasa efektivitas:belum terlihat barang sampai dengan selamat, walau packing nya lama bgt, hampir seminggu lebih baru di packing tapi seller gak komunikatif, padahal udah req chat sama cs. tapi ini pan udah dipake 10x, tapi kok gak ada ngaruh apa² ya.,",Negatif
"proses pengiriman lama dr tgl 18 jun'23 baru diterima tgl 27 jun'23 mentang2 gratis ongkir ternyata dikirim via darat, kotak sampai penyok untung isinya tdk ikuta... ",Netral
"sebel bgt waktu dibuka udah beluber kemana mana, mana banyak bgt yang kebuang huhu padahal dulu beli pinkflash online juga tapi ga bocor kaya gini :(",Netral
penjual ni respon chatt kcewa org psenn dobell jh ttp dikirim kcewaaaaaaaaaaaaaaa,Negatif
tulisannya bisa buat strech mark tapi pas produk datang cuma bisa buat jerawat. ya semoga bisa buat stretch mark juga,Positif
pengiriman lamaaa,Positif
pengalaman penggunaan:pengiriman cepat . cuma malah ngumpluk begituu,Netral
"warnanya cakep banget, bagus banget, keracunan tasya farasya.. emang bener2 best sih, puas thank you :red_heart::star-struck::smiling_face_with_hearts:",Positif
"cocok dikulit, warnanya jg pas",Positif
"kecewa berat. lipsticknya udh patah di ujungnya pas nyampai, seperti di tutup paksa. mau komplain tapi lupa videoin pas unboxingnya. tolong di perhatikan lagi kualitas ba... ",Negatif
"pengiriman tidak sesuai dg perkiraan dan barang tidak sesuai dg ekspektasi,terasa pahit.",Negatif
"muncul jerawat merah yg gede2 tpi gada matanya, mana sakit :( seumur umur gapernah punya jerawat model gini :(",Netral
"packingnya cuma pake plastik, gk dkotakin.. kemasan/label produknya sudah pudar. ini terkesan sudah barang lama. tp untuk expirednya jelas bgt tahun 2023. belum dcoba. tp udh badmood liat kemasanny yang pudar",Negatif
ga bisa ditutup rusak kemasannya gimana si,Netral
eyeliner nya baru dtg tapi pas di pake kirang nyata malah ga keluar,Negatif
agak kecewa sih karna warnanya lebih gelap dari yang di foto produk. dapet bonus cermin. lipstiknya masih transfer.,Positif
cocok n enak dikulit ku..,Positif
pegiriman lamaaaa sekali,Netral
"ga safe bgtt desain nya, masa jatuh trs tutup putih nya langsung copot jdi tumpah semua, tolong di tingkatkan!!",Negatif
"ga bisa nyatu sm bibir ,jadi ga keliatan pake apa"" , dan ini tu berat berasa banget dibibir",Negatif
istri suka,Netral
pengalaman penggunaan:baru coba profil kecantikan:serum anti aging tips pengguna:baik,Positif
lemnya bagus. kuat d pke dr pagi smpe malem. hrgny jg terjangkau .thx,Positif
hmm...,Negatif
kering dibibir ternyata :crying_face:,Netral
barang berkualitas baik. pensil alis sudah dicoba dan bagus hasilnya terang sesuai warna variannya. pengiriman baik dan aman. pengemasan super aman pake gabus. respon penjual baik dan cepat. rekommended toko ini. top markotop,Positif
bagus warnnya .... campuran warna pink unggu muda dan coklat muda... lembut di bibir,Positif
"pengalaman penggunaan:cair kemasan:ok tips pengguna:tidak tau terimakasih paket nya sudah sampai ,untuk pertama kali nya pakai produk ini",Positif
penutup bedaknya nggak bs di tutup,Negatif
"kok agak beda ya, bahannya bau, ini bukan kali pertama saya pkai produk erha, trus ini lbih cair,warnanya juga lebih tua...bisa diprhtikan lgi produknya",Negatif
"sampai cepat, kemasan rapi. ada hadiah beauty blender. warnanya cream tapi saat dioleskan jadi transparent. ada wanginya. emang sih nggak nutup pori banget cuma bikin le... ",Positif
tekstur:cair performa:tidak tahan lama cocok untuk:tidak cocok,Netral
"produknya sih bagus hanya saja pelayanan yang kurang memuaskan, dan banyak barang yang tidak bersegel dari 12 barang hanya 4 yg tersegel.tolong untuk produk yang mau dikirim untuk di cek ulang donk biar gak kecewa gini",Negatif
saya suka dgn produk safi tapi ini sungguh kecewa sih dgn yg dikirim... mungkin saya yg kurang teliti liat besarannya. kirain yg dikirim ukuran 45 gr.. eh malah 25gr....,Negatif
pengiriman cpt cuma kurng amanaah aj sya pesen sunscreen sama lip serum tpi yg dtng cuma sunscreen,Negatif
"kualitas produk baik, produk original, pengemasan & pengiriman cepat. ubah bintangnya soalnya gadapet sanitizer.. pembolong ih nanti dosa:enraged_face::thumbs_down:",Negatif
tekstur:balsem performa:kw cocok untuk:buang duit saya gak ngerti kenapa beli di 'official' store bisa kw? sengaja bgt beli di sini setelah di mana2 kw terus. sayangnya saya ga video unboxing karena udh percaya bakal asli aja di sini. udh nyerah saya mending ganti skincare drpd susah bgt begini nyarinya di mana2 kw. ini perbandingan sm yg asli. yang asi putih dan yg ini agak kuning dan bau balsem.,Negatif
"pengiriman cepat dilayani tokopedia 1 hari sampai. sayang kemasan lipstick nya luarnya berminyak dan kotor, seperti bocor atau terkena panas. padahal packaging dus luar a... ",Netral
"revlon kenapa ya? udah salah shade, but it's ok diterima pas di buka patah gini",Negatif
"maaf, di aku nge crack. ga menyatu. maaf ya.. mungkin beda2 skin type ya",Netral
"tekstur:gitu warna:agak gelap gak sesuai sm yg dikira ketebalan:gk tebel"" amat",Negatif
aplikatornya ga ada,Negatif
"tidak rekomen , gampang patah",Negatif
pengalaman penggunaan:bagus bangett dan meredakan jerawat,Positif
"sudah diterima dengan kondisi baik, packing rapi, terima kasih.",Positif
semoga cocok dengan kulit mukaku dan tambah glowing aamiin,Positif
biasanya diberikan sample product. kali ini tidak ada.,Negatif
"tekstur:ga berbau, sdkit kayak bau krayon, tp wrna natural bagus. kurang suka aja bau nya",Netral
"alhamdulillah sudah di terima, makasih ya....",Positif
kurir kirim ke rumah lain,Negatif
pesannya yang pink malah datang yang biru,Negatif
saya pesan chusion 2 malah primer dikirim 2 :relieved_face::relieved_face: kecewa,Negatif
"its okay, aku udah biasa pake sunscreen ini. dan baik banget di muka aku, selama aku hamil juga aman gak ada perubahan. thank you",Positif
sesuai dengan yg dipesan.. tapi sayang bgt patah lipstik nya ,Positif
belum di coba. pengiriman cepat,Positif
pesan hari libur tetep sampai besoknya. mantap,Positif
baru nyobain dan cepet ilang.. masuk ke mulut pait banget.. tp pengemasan baik & exp masih lama..,Positif
"semoga cucok, coba dulu yaaaa....",Positif
blm terbukti mengencangkan,Netral
wangi bertahan 10menit,Netral
manfaat:untuk buka bebas dari jerawat wangi:enak tips pengguna:semoga cocok,Netral
luar biasa pesennya tgl 20 dtg nya tgl 30 :face_with_spiral_eyes:,Positif
"warna di katalog / gambar, dgn yg asli beda",Netral
"gak sesuai iklan, tetap aja mata panda gak ketutup",Positif
"mantap, dapat bonus",Positif
"alhamdulillah sdh smp krna pengiriman'y sangaaadh lma dan sdh lewat masa estimasi..blm di pakai tpi klo liat ripiuw org"" kya'y bgus..hehehe..",Positif
"alhamdulillah paket sudah tiba dengan aman dan selamat. baru pertama kali cobain produk erha, karna udah cape banget nih jerawatan tapi pas aku coba pertama kali di muka langsung perih dan panas:smiling_face_with_tear::loudly_crying_face: mana harganya pricey shayy:smiling_face_with_tear::smiling_face_with_tear: aku pikir dgn harga segitu produknya sebagus itu. st ku oily prone skin",Negatif
"nothing special, mirip2 aja dengan gel cleanser lainnya dan kecil banget ya wak buat harga 40 ribuan",Netral
bahus,Positif
ditanya dg operator tp seperti masa ****,Negatif
"tekstur:cair daya serap:cepat tidak cocok di saya,malah bnyk jerawat dan bruntusan:relieved_face::relieved_face:",Negatif
sesuai pesanan warnanya cocok dan dapet harga diskon hehe :grinning_squinting_face: baru di coba sedikit. pengirimannya juga cepat baru malem beli besoknya udah dianter mantep pokoknya,Positif
hati2 belanja di sini. barangya mencurigakan. bagian kode produk dan expired date jelas bekas dihapus dan dicap ulang. bisa jadi produk lama cuma diganti tanggal ed dan dijual lagi. kemasan udah ditutup rapat baunya tetap keluar.,Negatif
"gatau salah di packagingnya atau gimana. ini nyampe barang udah bubuk gini, sedih :smiling_face_with_tear:",Negatif
ini isinya kok ga penuh ya?saya ada video unboxingnya.,Negatif
"yg satunya tumpah (lagi), untung ga sampe setengah.",Netral
penanganan masalah pengiriman sangat tdk bertanggung jawab,Negatif
"hancuuurrr bedaknya padahal official store, ga lagi"" deh...pokoknya klo bedak jangan beli online",Negatif
"manfaat:lumayan waterproof pengalaman penggunaan:teksturnya lembut efek:kandungannya ga cocok, bikin bibir pecah pecah dan mulai ada benjolan hitam kecil. gak aku lanjut pakai deh.. ngeri",Negatif
hanya aja menyerap produk di spongenya,Negatif
kenyamanan:standar tekstur:bagus bibir ku pecah pecah pagi nya anjritt,Negatif
"admin slooowwww respon, transfer 26/1 2022 pick up 28/1 2022 jam 4 sore. sampai di pembeli tgl 31/1 2022. estimasi sampai 27 -28 /1 2022 saya masih bs ya toleransi sam... ",Negatif
thankyou bagus banget kerennn “i can buy myself flowers. write my name in the sand. talk to myself for hours. say things you don't understand”,Positif
"foto di etalase dan kolom deskripsi tidak detail, shrusnya dipampang detail kalau ada perbedaan antara yg 10gr dgn 30gr. kecewa bgt, chat admin cm dijwb dr pabriknya sudah begitu, ya kalau gt di tulis detail dong mbak.",Netral
"packing rapih cuma pengirimannya lamaaaa, seharusnya ertos menyediakan pengiriman express ya.",Positif
"late respon, pengriman dari seller nya lama,",Negatif
tekstur:lifstik nya cair aga lengket cocok untuk:jelek ah buat saya ga cocok,Negatif
"wangi: pengirimannya parah banget lamanya, order tanggal 28 sampe rumah tgl 7. klo ngga di followup paketnya ga jalan jalan stuck aja gitu dari tanggal 3 maret kemarin, baru setelah fup paketnya bergerak. nexttime perbaiki kualitas pengirimannya atau klo memang ini tanggung jawab ekspedisi, paling tidak b",Negatif
"bagus gak bleber,pelayanannya cepat:thumbs_up:",Positif
"warna:natural beige tekstur:pigmented ketebalan:tidak dempul aku sebenarnya suka banget sama foundie nya, tapi sayang packingannya ga hati2 tidak terlalu dijaga untuk packingan kertas wrap nya, sehingga membuat foundie aku tumpah semua sampai dirumah",Negatif
kecewa packingnya bener2 ga aman sampe tumpah produknya,Negatif
"design pegangannya terlalu kecil, jadi kurang enak untuk pemakaian. sticknya yg untuk ngalis juga jadinya lebih kecil dari pensil alis2 lainnya.",Netral
seru pakenya karna ada butiran yg bisa pecah gitu berasa masukin vitamin ke kulit. tapi sayangnya rada lengket,Positif
"2nd pirchase, coverage nya bagus",Positif
"pigmentasi:mantulll pigmented bgt warna:gak lebay tekstur:bagussss sangat rekomended,,, saya puas sm produk,, cuma kecewa sama kurir jnt yg itu ,selalu gamau nyamperin walaupun cod, ngeribetinnnnn,,",Negatif
blum di unboxing,Negatif
bagus tp tidak terlalu menunjukkan hasil yg wauw,Positif
"katanya free producttt, ga ada free nya, box nya kurang aman karus sm solasi biasa jd bs di buka dgn sangat mudah",Negatif
"bocor isi tinggal separo , agak kecewa si",Negatif
tekstur:padat cocok untuk:sehari-hari performa:blm dicoba semoga performanya sama kek yg warna ungu,Positif
sudah terima barangnya sesuai pesanan. enak pakai ini awet klo utk hari2 dikantor. kena air cuci muka atau wudhu ga hilang sampai malam. mantab,Positif
"oke sih tapi rentan patah pensil nya ini, proses cepat, packing ok baik",Positif
barang yang sampai hancur lebur thanks,Negatif
cepat meresap mantaaap,Positif
"gak suka sama warnanya.,warna gk sesuai dengan gambar d pakai juga lenket banget jadi kelihatan lebai:loudly_crying_face:",Negatif
pengiriman cepat namun kemasan tidak bagus sehingga tonicnya tumpah,Netral
warna bagus.. tapi datangnya seperti itu:smiling_face_with_tear:,Positif
"cocok untuk:ok tekstur:ok performa:buruk baru oertama kali coba. kecewa dgn seller. beli ada promo freenya pas nyampe ngk ada apa"". beli terpisah tapi packing disatukan dan bonusnya tdk dikasi. ngk amanah. seller dichat tp tdk ada respon pdhl online. next pikir"" lagi belanja disini. tdk sesuai janji malah di prank seller",Negatif
"warna yg real jauh beda dgn fotobya, meskipun krn pencahayaan dll. ternyata nomor seri sama tdk menjamin warnanya sama",Negatif
sesuai pesanan,Netral
manfaat:menghaluskan wangi:harum tips pengguna:pagi malam alhamdulilah dapet body lotion azarine 17ribu. sale 17an. terimakasih azarine:smiling_face_with_hearts::fire:,Positif
di tulis ed juni 2024 tp barang yg dikirim ed okt 23 .. lain x tolong diperhatikan lg,Netral
"kardus penyok, tidak seperti kardus make up merk sebelah, muluuuss",Positif
pretty good. packaging biasa aja dan agak gede sih. but all and all ok lah. ,Positif
packing sangat rapi :OK_hand::OK_hand: apa memang yg ori bpomnya ditempel?soalnya ditoko sebelah juga ditempel kukira yg kw :grinning_face_with_sweat: mangkanya lari kesini cari yg ori.,Negatif
"gak sesuai pesanan, dapetnya maskara semua",Negatif
